movie_name,month,year,critic_vote_metacritic,meta_score_metacritic,critic_vote_rotten,meta_score_rotten,critic_vote,meta_score
The Sentinel,4,2006,,,132,35,132,35.00
The Sessions,10,2012,39,79,203,91,242,89.07
The Shack,3,2017,18,32,72,21,90,23.20
The Shaggy Dog,3,2006,25,43,104,26,129,29.29
The Shallows,6,2016,35,59,219,79,254,76.24
The Shape of Water,12,2017,53,87,465,92,518,91.49
The Shawshank Redemption,9,2019,,,,,0,0
The Shipping News,12,2001,31,47,131,54,162,52.66
The Simpsons Movie,7,2007,36,80,221,87,257,86.02
The Sisterhood of the Traveling Pants,6,2005,34,66,152,82,186,79.08
The Sisterhood of the Traveling Pants 2,8,2008,26,63,98,66,124,65.37
The Sisters Brothers,9,2018,44,78,211,87,255,85.45
The Sitter,12,2011,29,39,112,21,141,24.70
The Skeleton Key,8,2005,32,47,155,37,187,38.71
The Skeleton Twins,9,2014,33,74,169,86,202,84.04
The Smurfs,7,2011,22,30,120,21,142,22.39
The Smurfs 2,7,2013,30,34,93,14,123,18.88
The Snowman,10,2017,40,23,198,7,238,9.69
The Social Network,10,2010,42,95,335,96,377,95.89
The Soloist,4,2009,33,61,207,56,240,56.69
The Sorcerer's Apprentice,7,2010,34,46,173,40,207,40.99
The Space Between Us,2,2017,32,33,136,16,168,19.24
The Spectacular Now,8,2013,42,82,172,91,214,89.23
The Spiderwick Chronicles,2,2008,30,62,150,81,180,77.83
The Spirit,12,2008,24,30,,,24,30.00
The SpongeBob Movie: Sponge Out of Water,2,2015,27,62,103,81,130,77.05
The SpongeBob SquarePants Movie,11,2004,32,67,127,68,159,67.80
The Spy Next Door,1,2010,21,27,92,12,113,14.79
The Spy Who Dumped Me,8,2018,43,52,208,49,251,49.51
The Squid and the Whale,10,2005,37,82,153,92,190,90.05
The Star,11,2017,56,84,52,44,108,64.74
The Statement,12,2003,32,45,106,24,138,28.87
The Station Agent,10,2003,36,81,162,94,198,91.64
The Stepfather,10,2009,11,33,64,13,75,15.93
The Stepford Wives,6,2004,40,42,176,26,216,28.96
The Strangers,5,2008,27,47,164,49,191,48.72
The Strangers: Prey at Night,3,2018,25,48,126,40,151,41.32
The Sum of All Fears,5,2002,35,45,176,59,211,56.68
The Super Mario Bros. Movie,4,2023,53,46,280,59,333,56.93
The Sweeney,3,2013,,,,,0,0
The Sweetest Thing,4,2002,30,32,111,26,141,27.28
The Switch,8,2010,30,52,156,53,186,52.84
The Tailor of Panama,3,2001,31,66,119,75,150,73.14
The Taking of Pelham 123,6,2009,34,55,231,51,265,51.51
The Tale of Despereaux,12,2008,25,53,112,56,137,55.45
The Tempest,12,2010,28,43,88,31,116,33.90
The Terminal,6,2004,41,55,208,61,249,60.01
The Texas Chainsaw Massacre,10,2003,33,38,159,37,192,37.17
The Texas Chainsaw Massacre: The Beginning,10,2006,18,30,87,15,105,17.57
The Theory of Everything,11,2014,47,71,272,80,319,78.67
The Thing,10,2011,31,49,174,34,205,36.27
The Three Burials of Melquiades Estrada,12,2005,35,77,149,85,184,83.48
The Three Musketeers,10,2011,15,35,,,15,35.00
The Three Stooges,4,2012,26,56,150,51,176,51.74
The Tigger Movie,2,2000,23,53,73,62,96,59.84
The Time Machine,3,2002,33,42,156,28,189,30.44
The Time Traveler's Wife,8,2009,31,47,158,39,189,40.31
The To Do List,7,2013,40,61,120,56,160,57.25
The Tourist,12,2010,37,37,175,21,212,23.79
The Town,9,2010,42,74,238,92,280,89.30
The Transporter,10,2002,27,51,128,54,155,53.48
The Transporter Refueled,9,2015,24,32,104,15,128,18.19
The Tree of Life,5,2011,50,85,298,85,348,85.00
The Tuxedo,9,2002,27,30,137,21,164,22.48
The Twilight Saga: Breaking Dawn - Part 1,11,2011,36,45,,,36,45.00
The Twilight Saga: Breaking Dawn - Part 2,11,2012,31,52,,,31,52.00
The Twilight Saga: Eclipse,6,2010,38,58,256,46,294,47.55
The Twilight Saga: New Moon,11,2009,32,44,229,28,261,29.96
The Ugly Truth,7,2009,31,28,174,14,205,16.12
The Unborn,1,2009,16,30,119,10,135,12.37
The Upside,1,2019,,,,,0,0
The Upside of Anger,3,2005,36,63,184,74,220,72.20
The Vatican Tapes,7,2015,12,38,45,20,57,23.79
The Village,7,2004,40,44,,,40,44.00
The Virginity Hit,9,2010,17,40,48,27,65,30.40
The Visit,9,2015,34,55,230,68,264,66.33
The Visitor,4,2008,,,,,0,0
The Vow,2,2012,28,43,135,32,163,33.89
The Walk,9,2015,,,279,83,279,83.00
The Warrior's Way,12,2010,11,45,42,33,53,35.49
The Wash,11,2001,15,18,50,8,65,10.31
The Watch,7,2012,35,36,167,16,202,19.47
The Water Diviner,4,2015,27,62,,,27,62.00
The Way Back,1,2011,,,,,0,0
The Way Way Back,7,2013,41,68,,,41,68.00
The Way of the Gun,9,2000,30,49,134,46,164,46.55
The Weather Man,10,2005,37,61,137,60,174,60.21
The Wedding Date,2,2005,34,32,142,11,176,15.06
The Wedding Planner,1,2001,29,33,106,17,135,20.44
The Wedding Ringer,1,2015,27,35,112,29,139,30.17
The White Ribbon,12,2009,34,84,149,85,183,84.81
The Whole Nine Yards,2,2000,32,47,105,43,137,43.93
The Whole Ten Yards,4,2004,27,24,119,4,146,7.70
The Wild,4,2006,24,47,,,24,47.00
The Wild Thornberrys,12,2002,25,69,,,25,69.00
The Witch,2,2016,,,,,0,0
The Wizard of Oz,9,2013,,,,,0,0
The Wolf of Wall Street,12,2013,47,75,288,80,335,79.30
The Wolfman,2,2010,36,43,223,33,259,34.39
The Wolverine,7,2013,46,61,261,71,307,69.50
The Woman in Black,2,2012,40,62,198,66,238,65.33
The Women,9,2008,32,27,,,32,27.00
The Words,9,2012,30,37,128,24,158,26.47
The Work and the Glory,11,2004,,,12,17,12,17.00
The Work and the Glory II: American Zion,10,2005,,,,,0,0
The Work and the Glory III: A House Divided,11,2006,,,5,80,5,80.00
The World's End,8,2013,45,81,246,89,291,87.76
The World's Fastest Indian,12,2005,32,68,143,82,175,79.44
The Wrestler,12,2008,36,80,232,98,268,95.58
The X Files: I Want to Believe,7,2008,33,47,,,33,47.00
The Yellow Handkerchief,2,2010,10,70,,,10,70.00
The Young Messiah,3,2016,9,33,39,49,48,46.00
The Young Victoria,12,2009,29,64,157,76,186,74.13
There Be Dragons,5,2011,19,33,41,12,60,18.65
There Will Be Blood,12,2007,42,93,246,91,288,91.29
They,11,2002,16,31,,,16,31.00
Things We Lost in the Fire,10,2007,30,63,128,65,158,64.62
Think Like a Man,4,2012,30,51,101,54,131,53.31
Think Like a Man Too,6,2014,30,38,84,23,114,26.95
Thir13en Ghosts,10,2001,24,30,,,24,30.00
Thirteen,8,2003,37,70,155,81,192,78.88
Thirteen Days,12,2000,31,67,124,83,155,79.80
This Christmas,11,2007,24,63,83,55,107,56.79
This Is 40,12,2012,39,59,224,51,263,52.19
This Is Where I Leave You,9,2014,39,44,170,44,209,44.00
This Is the End,6,2013,41,67,227,82,268,79.71
This Means War,2,2012,36,31,184,26,220,26.82
Thomas and the Magic Railroad,7,2000,23,19,68,21,91,20.49
Thor,5,2011,40,57,296,77,336,74.62
Thor: Ragnarok,11,2017,51,74,440,93,491,91.03
Thor: The Dark World,11,2013,44,54,290,67,334,65.29
Thr3e,1,2007,,,38,5,38,5.00
"Three Billboards Outside Ebbing, Missouri",12,2017,50,88,415,90,465,89.78
Thunderbirds,7,2004,29,36,105,19,134,22.68
Timbuktu,1,2015,,,,,0,0
Time Changer,2,2016,,,,,0,0
Timeline,11,2003,32,29,141,13,173,15.96
Tinker Tailor Soldier Spy,12,2011,42,85,235,84,277,84.15
Titanic,2,2023,,,,,0,0
To Rome with Love,6,2012,38,54,,,38,54.00
To Save a Life,1,2010,,,23,39,23,39.00
Tolkien,5,2019,37,48,198,51,235,50.53
Tomb Raider,3,2018,53,48,326,52,379,51.44
Tomcats,3,2001,19,15,77,14,96,14.20
Tomorrowland,5,2015,48,60,304,50,352,51.36
Tooth Fairy,1,2010,24,36,115,17,139,20.28
Top Five,12,2014,37,81,184,85,221,84.33
Torque,1,2004,29,41,116,22,145,25.80
Total Recall,8,2012,41,43,239,31,280,32.76
Touching the Void,1,2004,,,,,0,0
Tower Heist,11,2011,39,59,201,67,240,65.70
Town & Country,4,2001,26,34,,,26,34.00
Toy Story 3,6,2010,39,92,312,98,351,97.33
Toy Story 4,6,2019,57,84,459,97,516,95.56
Traffic,12,2000,34,86,222,93,256,92.07
Traffik,4,2018,10,37,33,27,43,29.33
Training Day,10,2001,36,71,170,74,206,73.48
Trainwreck,7,2015,45,75,290,84,335,82.79
Traitor,8,2008,29,61,170,65,199,64.42
Trance,4,2013,37,61,186,69,223,67.67
Transamerica,12,2005,37,66,146,77,183,74.78
Transcendence,4,2014,45,42,228,19,273,22.79
Transformers,7,2007,35,61,229,57,264,57.53
Transformers: Age of Extinction,6,2014,38,32,215,18,253,20.10
Transformers: Dark of the Moon,6,2011,37,42,266,35,303,35.85
Transformers: Revenge of the Fallen,6,2009,32,35,250,20,282,21.70
Transformers: Rise of the Beasts,6,2023,51,42,232,52,283,50.20
Transformers: The Last Knight,6,2017,47,27,257,16,304,17.70
Transporter 2,9,2005,29,56,122,52,151,52.77
Transporter 3,11,2008,26,51,116,40,142,42.01
Transsiberian,7,2008,21,72,101,91,122,87.73
Trapped,3,2016,11,77,25,100,36,92.97
Trash,10,2015,,,,,0,0
Treasure Planet,11,2002,30,60,150,69,180,67.50
Triple 9,2,2016,41,52,187,55,228,54.46
Trolls,11,2016,32,55,165,76,197,72.59
Trolls Band Together,10,2023,13,53,91,63,104,61.75
Tron: Legacy,12,2010,40,49,249,51,289,50.72
Tropic Thunder,8,2008,39,71,253,82,292,80.53
Trouble with the Curve,9,2012,40,58,,,40,58.00
Troy,5,2004,43,56,228,53,271,53.48
True Grit,12,2010,41,80,280,95,321,93.08
Trumbo,6,2008,,,,,0,0
Trust,4,2011,,,,,0,0
Truth,10,2015,35,66,181,64,216,64.32
Truth or Dare,4,2018,33,35,,,33,35.00
Tsotsi,2,2006,,,,,0,0
Tuck Everlasting,10,2002,27,66,121,60,148,61.09
Tulip Fever,9,2017,21,38,61,10,82,17.17
Turbo,7,2013,30,58,114,67,144,65.12
Turistas,12,2006,26,36,106,19,132,22.35
Twelve,8,2010,13,22,29,3,42,8.88
Twilight,11,2008,,,224,49,224,49.00
Twisted,2,2004,34,26,135,2,169,6.83
Two Brothers,6,2004,27,63,113,78,140,75.11
Two Can Play That Game,9,2001,21,35,62,40,83,38.73
Two Lovers,2,2009,,,,,0,0
Two Weeks Notice,12,2002,30,42,124,42,154,42.00
Two for the Money,10,2005,29,50,110,22,139,27.84
U-571,4,2000,35,62,117,68,152,66.62
U2 3D,1,2008,,,,,0,0
UglyDolls,5,2019,20,39,88,30,108,31.67
Ultraviolet,3,2006,19,18,83,8,102,9.86
Unaccompanied Minors,12,2006,22,43,91,30,113,32.53
Unbreakable,11,2000,31,62,174,70,205,68.79
Unbroken,12,2014,48,59,236,52,284,53.18
Unbroken: Path to Redemption,9,2018,7,39,26,38,33,38.21
Uncle Drew,6,2018,27,57,101,61,128,60.16
Under the Skin,4,2014,,,,,0,0
Under the Tuscan Sun,9,2003,35,52,155,62,190,60.16
Underclassman,9,2005,25,19,83,6,108,9.01
Undercover Brother,5,2002,30,69,131,78,161,76.32
Underworld,9,2003,34,42,164,31,198,32.89
Underworld: Awakening,1,2012,17,39,77,25,94,27.53
Underworld: Blood Wars,1,2017,56,84,,,56,84.00
Underworld: Evolution,1,2006,21,36,105,17,126,20.17
Underworld: Rise of the Lycans,1,2009,14,44,78,29,92,31.28
Undiscovered,8,2005,22,29,74,8,96,12.81
Undisputed,8,2002,29,58,107,49,136,50.92
Unfaithful,5,2002,34,63,165,50,199,52.22
Unfinished Business,3,2015,26,32,102,10,128,14.47
Unforgettable,4,2017,27,45,120,28,147,31.12
Unfriended,4,2015,,,,,0,0
Unfriended: Dark Web,7,2018,26,53,120,59,146,57.93
Unidentified,4,2006,,,,,0,0
United 93,4,2006,40,90,212,90,252,90.00
Unknown,2,2011,38,56,206,55,244,55.16
Unleashed,5,2005,31,58,135,66,166,64.51
Unplanned,3,2019,7,10,26,42,33,35.21
Unsane,3,2018,45,63,235,80,280,77.27
Unstoppable,11,2010,34,69,198,87,232,84.36
Untraceable,1,2008,30,32,147,16,177,18.71
Up,5,2009,37,88,298,98,335,96.90
Up in the Air,12,2009,36,83,288,90,324,89.22
Upgrade,6,2018,33,67,192,88,225,84.92
Upside Down,3,2013,,,,,0,0
Uptown Girls,8,2003,30,33,113,13,143,17.20
Urban Legends: Final Cut,9,2000,25,16,86,10,111,11.35
Us,3,2019,56,81,554,93,610,91.90
V for Vendetta,3,2006,,,258,73,258,73.00
Vacancy,4,2007,27,54,124,55,151,54.82
Vacation,7,2015,33,34,176,27,209,28.11
Valentine,2,2001,17,18,79,11,96,12.24
Valentine's Day,2,2010,33,34,191,18,224,20.36
Valerian and the City of a Thousand Planets,7,2017,45,51,299,47,344,47.52
Valiant,8,2005,27,45,114,32,141,34.49
Valkyrie,12,2008,36,56,199,62,235,61.08
Vampires Suck,8,2010,17,18,91,4,108,6.20
Van Helsing,5,2004,38,35,225,24,263,25.59
Vanilla Sky,12,2001,33,45,174,43,207,43.32
Vanity Fair,9,2004,41,53,168,51,209,51.39
Vantage Point,2,2008,32,40,157,34,189,35.02
Venom,10,2018,46,35,362,30,408,30.56
Venus,12,2006,32,82,153,88,185,86.96
Vera Drake,10,2004,40,83,162,93,202,91.02
Veronica Guerin,10,2003,33,55,141,53,174,53.38
Veronica Mars,3,2014,35,62,137,80,172,76.34
Vertical Limit,12,2000,29,48,111,49,140,48.79
Vice,12,2018,54,61,369,65,423,64.49
Vicky Cristina Barcelona,8,2008,36,70,213,80,249,78.55
Victor Frankenstein,11,2015,28,36,142,26,170,27.65
Vitus,6,2007,,,,,0,0
Volver,11,2006,38,84,173,91,211,89.74
W.,10,2008,36,56,224,58,260,57.72
Waiting for Forever,2,2011,,,,,0,0
Waiting...,10,2005,26,30,,,26,30.00
Waitress,5,2007,34,75,173,89,207,86.70
Walk Hard: The Dewey Cox Story,12,2007,32,63,142,75,174,72.79
Walk the Line,11,2005,39,72,209,82,248,80.43
Walking Tall,4,2004,31,44,136,26,167,29.34
Walking with Dinosaurs 3D,12,2013,21,37,,,21,37.00
Wall Street: Money Never Sleeps,9,2010,39,59,238,55,277,55.56
Wallace & Gromit: The Curse of the Were-Rabbit,10,2005,38,87,183,95,221,93.62
Waltz with Bashir,12,2008,33,91,,,33,91.00
Wanderlust,2,2012,34,53,147,59,181,57.87
Wanted,6,2008,38,64,207,71,245,69.91
War Dogs,8,2016,41,57,236,62,277,61.26
War Horse,12,2011,40,72,245,75,285,74.58
War Room,8,2015,11,26,34,32,45,30.53
War for the Planet of the Apes,7,2017,50,82,364,94,414,92.55
War of the Worlds,6,2005,40,73,267,76,307,75.61
Warcraft,6,2016,40,32,233,29,273,29.44
Warm Bodies,2,2013,39,60,212,81,251,77.74
Warrior,9,2011,35,71,196,84,231,82.03
Wasabi,9,2002,,,,,0,0
Watchmen,3,2009,39,56,311,65,350,64.00
Water,4,2006,36,36,,,36,36.00
Water for Elephants,4,2011,35,52,199,60,234,58.80
We Are Marshall,12,2006,31,53,127,49,158,49.78
We Are Your Friends,8,2015,32,46,135,40,167,41.15
We Bought a Zoo,12,2011,41,58,175,65,216,63.67
We Don't Live Here Anymore,8,2004,37,66,126,65,163,65.23
We Need to Talk About Kevin,12,2011,37,68,212,75,249,73.96
We Own the Night,10,2007,33,59,155,57,188,57.35
We Were Soldiers,3,2002,37,65,146,64,183,64.20
We're the Millers,8,2013,38,44,159,48,197,47.23
Wedding Crashers,7,2005,39,64,186,75,225,73.09
Welcome Home Roscoe Jenkins,2,2008,23,46,83,23,106,27.99
Welcome to Marwen,12,2018,38,40,171,34,209,35.09
Welcome to Mooseport,2,2004,36,33,145,13,181,16.98
Whale Rider,6,2003,,,,,0,0
What Happens in Vegas,5,2008,31,36,134,25,165,27.07
What If,8,2014,33,76,,,33,76.00
What Lies Beneath,7,2000,35,51,127,47,162,47.86
What Men Want,2,2019,29,49,149,42,178,43.14
What Planet Are You From?,3,2000,32,41,77,42,109,41.71
What Women Want,12,2000,33,47,123,54,156,52.52
What a Girl Wants,4,2003,27,41,109,36,136,36.99
What to Expect When You're Expecting,5,2012,30,41,135,23,165,26.27
What's Your Number?,9,2011,31,35,116,23,147,25.53
What's the Worst That Could Happen?,6,2001,28,37,99,10,127,15.95
Whatever Works,6,2009,31,45,169,50,200,49.23
When a Stranger Calls,2,2006,20,27,91,9,111,12.24
When the Bough Breaks,9,2016,9,28,26,12,35,16.11
When the Game Stands Tall,8,2014,24,41,70,20,94,25.36
Where the Truth Lies,10,2005,29,47,100,41,129,42.35
Where the Wild Things Are,10,2009,37,71,268,73,305,72.76
While We're Young,3,2015,,,,,0,0
Whip It,10,2009,32,68,192,85,224,82.57
Whiplash,10,2014,49,89,307,94,356,93.31
Whiskey Tango Foxtrot,3,2016,44,57,211,68,255,66.10
White Boy Rick,9,2018,35,59,158,57,193,57.36
White Chicks,6,2004,31,41,126,15,157,20.13
White House Down,6,2013,43,52,203,51,246,51.17
White Noise,1,2005,32,30,149,7,181,11.07
White Oleander,10,2002,35,61,135,69,170,67.35
Whiteout,9,2009,19,28,117,7,136,9.93
Who's Your Caddy?,7,2007,11,18,34,6,45,8.93
Why Did I Get Married Too?,4,2010,14,43,,,14,43.00
Why Did I Get Married?,10,2007,12,54,42,48,54,49.33
Why Him?,12,2016,30,39,155,39,185,39.00
Wicker Park,9,2004,34,40,135,27,169,29.62
Widows,11,2018,57,84,426,91,483,90.17
Wilbur Wants to Kill Himself,3,2004,,,,,0,0
Wild,12,2014,47,74,280,88,327,85.99
Wild Hogs,3,2007,29,27,145,14,174,16.17
Wild Target,10,2010,13,41,54,31,67,32.94
Willard,3,2003,31,61,129,64,160,63.42
Wimbledon,9,2004,35,59,145,61,180,60.61
Win Win,3,2011,34,75,177,94,211,90.94
Win a Date with Tad Hamilton!,1,2004,35,52,,,35,52.00
Winchester,2,2018,18,28,132,13,150,14.80
Wind River,8,2017,44,73,254,87,298,84.93
Windtalkers,6,2002,35,51,166,33,201,36.13
Winged Migration,4,2003,,,,,0,0
Winnie the Pooh,7,2011,26,74,133,90,159,87.38
Winter in Wartime,3,2011,,,,,0,0
Winter's Bone,6,2010,38,90,178,94,216,93.30
Winter's Tale,2,2014,35,31,156,13,191,16.30
Wish,11,2023,44,47,222,48,266,47.83
Wish I Was Here,7,2014,34,43,132,45,166,44.59
Wish Upon,7,2017,24,32,92,20,116,22.48
Without a Paddle,8,2004,27,29,125,14,152,16.66
Wolf Creek,12,2005,26,56,120,54,146,54.36
Woman Thou Art Loosed,10,2004,24,55,60,52,84,52.86
Woman in Gold,4,2015,31,51,155,57,186,56.00
Won't Back Down,9,2012,34,42,106,35,140,36.70
Wonder,11,2017,33,66,190,86,223,83.04
Wonder Boys,2,2000,36,74,127,81,163,79.45
Wonder Park,3,2019,22,45,108,34,130,35.86
Wonder Woman,6,2017,50,76,479,93,529,91.39
Wonka,12,2023,64,66,321,82,385,79.34
Woodlawn,10,2015,4,57,15,73,19,69.63
World Trade Center,8,2006,40,66,233,66,273,66.00
World Traveler,4,2002,,,,,0,0
World War Z,6,2013,46,63,282,67,328,66.44
Wrath of the Titans,3,2012,32,37,176,26,208,27.69
Wreck-It Ralph,11,2012,37,72,193,87,230,84.59
Wrong Turn,5,2003,17,32,82,40,99,38.63
X-Men,7,2000,33,64,175,82,208,79.14
X-Men 2,5,2003,37,68,,,37,68.00
X-Men Origins: Wolverine,5,2009,39,40,260,38,299,38.26
X-Men: Apocalypse,5,2016,48,52,348,47,396,47.61
X-Men: Dark Phoenix,6,2019,52,43,,,52,43.00
X-Men: Days of Future Past,5,2014,44,75,333,90,377,88.25
X-Men: First Class,6,2011,38,65,299,86,337,83.63
X-Men: The Last Stand,5,2006,38,58,240,57,278,57.14
Year One,6,2009,28,34,173,14,201,16.79
Yes Man,12,2008,30,46,156,46,186,46.00
Yesterday,6,2019,45,55,366,63,411,62.12
Yogi Bear,12,2010,23,35,104,13,127,16.98
You Again,9,2010,25,28,96,19,121,20.86
You Can Count on Me,11,2000,31,85,105,95,136,92.72
You Don't Mess with the Zohan,6,2008,37,54,,,37,54.00
You Got Served,1,2004,24,37,71,14,95,19.81
You Me and Dupree,7,2006,29,46,,,29,46.00
You Will Meet a Tall Dark Stranger,9,2010,28,51,138,45,166,46.01
You're Next,8,2013,,,,,0,0
"You, Me and Dupree",7,2006,29,46,167,20,196,23.85
Young Adam,4,2004,,,,,0,0
Young Adult,12,2011,42,71,199,80,241,78.43
Your Highness,4,2011,33,31,184,27,217,27.61
Yours Mine & Ours,11,2005,25,38,,,25,38.00
Youth,12,2015,41,64,217,72,258,70.73
Youth in Revolt,1,2010,,,,,0,0
Zack and Miri Make a Porno,10,2008,33,56,199,65,232,63.72
Zero Dark Thirty,12,2012,46,95,307,91,353,91.52
Zodiac,3,2007,40,79,265,90,305,88.56
Zombieland,10,2009,31,73,259,89,290,87.29
Zombieland: Double Tap,10,2019,38,55,258,68,296,66.33
Zookeeper,7,2011,29,30,133,14,162,16.86
Zoolander,9,2001,31,61,141,65,172,64.28
Zoolander 2,2,2016,42,34,,,42,34.00
Zoom,8,2006,14,26,67,4,81,7.80
Zootopia,3,2016,43,78,297,98,340,95.47
xXx,8,2002,33,48,,,33,48.00
xXx: Return of Xander Cage,1,2017,25,42,149,45,174,44.57
ï¿½on Flux,12,2005,23,36,,,23,36.00
